Gene Accession Number,Gene Definition,Sample Source,Gene Organism,Isolation Source,Collection Date,Collection Country,Taxon ID,BioProject,BioSample,Assembly,Reference_1,Reference_2,Reference_3,Reference_4,Reference_5,Reference_6,Reference_7,Reference_8,Reference_9,Reference_10,Reference_11,Reference_12,Reference_13,Reference_14,Reference_15,Reference_16,Reference_17,Reference_18,Reference_19,Reference_20,Reference_21,Reference_22,Reference_23,Reference_24,Reference_25,Reference_26,Reference_27,Reference_28,Reference_29,Reference_30,Reference_31,new_collection_date
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091311.1,"Pseudomonas juntendi strain 18091276 chromosome, complete genome",Pseudomonas juntendi,Pseudomonas juntendi,,2018,China,taxon:2666183,BioProject:PRJNA224116,BioSample:SAMN25127978,Assembly:GCF_021725455.1,A clinical Pseudomonas juntendi strain with a blaIMP-1 carried by an integrative and conjugative element in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP068622.1,"Vibrio parahaemolyticus strain LH24 chromosome I, complete sequence",Vibrio parahaemolyticus,Vibrio parahaemolyticus,,2017-04,China:Tangshan,taxon:670,BioProject:PRJNA224116,BioSample:SAMN17188316,Assembly:GCF_021729965.1,Distinct evolutionary drivers of Vibrio parahaemolyticus in two farming models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01 00:00:00
NZ_CP068627.1,"Vibrio parahaemolyticus strain LH80 chromosome I, complete sequence",Vibrio parahaemolyticus,Vibrio parahaemolyticus,,2017-04,China:Tangshan,taxon:670,BioProject:PRJNA224116,BioSample:SAMN17188276,Assembly:GCF_021729985.1,Distinct evolutionary drivers of Vibrio parahaemolyticus in two farming models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01 00:00:00
NZ_CP068631.1,"Vibrio parahaemolyticus strain TJ-20 chromosome II, complete sequence",Vibrio parahaemolyticus,Vibrio parahaemolyticus,,2016-07,China:Tianjin,taxon:670,BioProject:PRJNA224116,BioSample:SAMN17188302,Assembly:GCF_021730005.1,Distinct evolutionary drivers of Vibrio parahaemolyticus in two farming models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-01 00:00:00
NZ_CP068647.1,"Vibrio parahaemolyticus strain TJ-187 chromosome I, complete sequence",Vibrio parahaemolyticus,Vibrio parahaemolyticus,,2017-04,China:Tianjin,taxon:670,BioProject:PRJNA224116,BioSample:SAMN17188309,Assembly:GCF_021730025.1,Distinct evolutionary drivers of Vibrio parahaemolyticus in two farming models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-04-01 00:00:00
NZ_CP068633.1,"Vibrio parahaemolyticus strain VP17 chromosome I, complete sequence",Vibrio parahaemolyticus,Vibrio parahaemolyticus,,2013-07,China:Tianjin,taxon:670,BioProject:PRJNA224116,BioSample:SAMN17188294,Assembly:GCF_021730045.1,Distinct evolutionary drivers of Vibrio parahaemolyticus in two farming models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-07-01 00:00:00
NZ_CP068638.1,"Vibrio parahaemolyticus strain VP120 chromosome I, complete sequence",Vibrio parahaemolyticus,Vibrio parahaemolyticus,,2015-07,China:Tianjin,taxon:670,BioProject:PRJNA224116,BioSample:SAMN17188298,Assembly:GCF_021730065.1,Distinct evolutionary drivers of Vibrio parahaemolyticus in two farming models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-01 00:00:00
NZ_CP068641.1,"Vibrio parahaemolyticus strain VP157 chromosome I, complete sequence",Vibrio parahaemolyticus,Vibrio parahaemolyticus,,2015-07,China:Tianjin,taxon:670,BioProject:PRJNA224116,BioSample:SAMN17188296,Assembly:GCF_021730085.1,Distinct evolutionary drivers of Vibrio parahaemolyticus in two farming models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-01 00:00:00
NZ_CP090963.1,"Edwardsiella piscicida strain CZ12001 plasmid unnamed1, complete sequence",Edwardsiella piscicida,Edwardsiella piscicida,,2012,South Korea,taxon:1263550,BioProject:PRJNA224116,BioSample:SAMN19803008,Assembly:GCF_021733125.1,Whole Genome Sequencing of Three Edwardsiella piscicida Isolates From Diseased Fish in South Korea,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-01-01 00:00:00
NZ_CP090969.1,"Edwardsiella piscicida strain 18EpOKYJ plasmid unnamed, complete sequence",Edwardsiella piscicida,Edwardsiella piscicida,,2018,South Korea: Busan,taxon:1263550,BioProject:PRJNA224116,BioSample:SAMN19803006,Assembly:GCF_021733145.1,Whole Genome Sequencing of Three Edwardsiella piscicida Isolates From Diseased Fish in South Korea,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-01 00:00:00
NZ_CP091583.1,"Klebsiella pneumoniae strain Nord9_R85 plasmid pR85_1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2018-02-18,Germany,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25260015,Assembly:GCF_021899575.1,project DRESI,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18 00:00:00
NZ_CP091583.1,"Klebsiella pneumoniae strain Nord9_R85 plasmid pR85_1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2018-02-18,Germany,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25260015,Assembly:GCF_021899575.1,project DRESI,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18 00:00:00
NZ_CP091591.1,"Klebsiella pneumoniae strain Nord5-1_R48 plasmid pR48_2, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2018-02-18,Germany,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25263166,Assembly:GCF_021899615.1,project DRESI,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18 00:00:00
NZ_CP091591.1,"Klebsiella pneumoniae strain Nord5-1_R48 plasmid pR48_2, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2018-02-18,Germany,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25263166,Assembly:GCF_021899615.1,project DRESI,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18 00:00:00
NZ_CP091602.1,Klebsiella pneumoniae strain Nord77_R886 plasmid pR886_1,Klebsiella pneumoniae,Klebsiella pneumoniae,,2018-02-18,Germany,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25263436,Assembly:GCF_021899755.1,project DRESI,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18 00:00:00
NZ_CP091602.1,Klebsiella pneumoniae strain Nord77_R886 plasmid pR886_1,Klebsiella pneumoniae,Klebsiella pneumoniae,,2018-02-18,Germany,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25263436,Assembly:GCF_021899755.1,project DRESI,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18 00:00:00
NZ_CP091600.1,Klebsiella pneumoniae strain Nord77_R886 plasmid pR886_3,Klebsiella pneumoniae,Klebsiella pneumoniae,,2018-02-18,Germany,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25263436,Assembly:GCF_021899755.1,project DRESI,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-18 00:00:00
NZ_CP074361.1,"Xanthomonas translucens pv. undulosa strain CFBP 2055 chromosome, complete genome",Xanthomonas translucens pv. undulosa,Xanthomonas translucens pv. undulosa,,1966,Canada,taxon:487909,BioProject:PRJNA224116,BioSample:SAMN18753780,Assembly:GCF_021903275.1,Comparative genomics of pathotype strains of the species Xanthomonas translucens,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966-01-01 00:00:00
NZ_CP086333.1,"Xanthomonas translucens pv. arrhenatheri strain LMG 727 chromosome, complete genome",Xanthomonas translucens pv. arrhenatheri,Xanthomonas translucens pv. arrhenatheri,,1978,Switzerland,taxon:320326,BioProject:PRJNA224116,BioSample:SAMN19468000,Assembly:GCF_021919285.1,Comparative genomics of pathotype strains of the species Xanthomonas translucens,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-01-01 00:00:00
NZ_CP091849.1,"Klebsiella pneumoniae strain NB05 plasmid pNB05-KPC-2, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2021-05-11,China:Hangzhou,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25529517,Assembly:GCF_022059905.1,whole genome sequences of KPC-2- and NDM-1-producing Klebsiella pneumoniae isolated from a clinical sample,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-11 00:00:00
NZ_CP091849.1,"Klebsiella pneumoniae strain NB05 plasmid pNB05-KPC-2, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2021-05-11,China:Hangzhou,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25529517,Assembly:GCF_022059905.1,whole genome sequences of KPC-2- and NDM-1-producing Klebsiella pneumoniae isolated from a clinical sample,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-11 00:00:00
NZ_CP091847.1,"Klebsiella pneumoniae strain NB05 plasmid pNB05-MDM-1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2021-05-11,China:Hangzhou,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25529517,Assembly:GCF_022059905.1,whole genome sequences of KPC-2- and NDM-1-producing Klebsiella pneumoniae isolated from a clinical sample,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-11 00:00:00
NZ_CP091986.1,"Klebsiella pneumoniae strain NB04 plasmid pNB04-NDM-1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2021-06-11,China:Hangzhou,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25688211,Assembly:GCF_022213405.2,Whole genome sequence of NDM-1 and DHA-1 co-producing Klebsiella pneumoniae from China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-11 00:00:00
NZ_CP092259.1,"Salmonella enterica subsp. enterica serovar Indiana strain 15 plasmid unnamed1, complete sequence",Salmonella enterica subsp. enterica serovar Indiana,Salmonella enterica subsp. enterica serovar Indiana,,2017-06-08,China:Changzhou,taxon:286783,BioProject:PRJNA224116,BioSample:SAMN25873476,Assembly:GCF_022350005.1,The Large Plasmid Carried Class 1 Integrons Mediated Multidrug Resistance of Foodborne Salmonella Indiana,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-08 00:00:00
NZ_CP092337.1,"Klebsiella pneumoniae strain KPN20 plasmid pKPN20-1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2020-07-31,China:Jiaxing,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25953952,Assembly:GCF_022354525.1,The Characterization of OXA-232 Carbapenemase-Producing ST15 Klebsiella pneumoniae in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-31 00:00:00
NZ_CP092337.1,"Klebsiella pneumoniae strain KPN20 plasmid pKPN20-1, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,2020-07-31,China:Jiaxing,taxon:573,BioProject:PRJNA224116,BioSample:SAMN25953952,Assembly:GCF_022354525.1,The Characterization of OXA-232 Carbapenemase-Producing ST15 Klebsiella pneumoniae in China,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-07-31 00:00:00
NZ_CP069080.1,"Pseudomonas putida strain LWPZF chromosome, complete genome",Pseudomonas putida,Pseudomonas putida,,,,taxon:303,BioProject:PRJNA224116,BioSample:SAMN17598826,Assembly:GCF_022354785.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP059691.1,"Proteus penneri strain S178-2 plasmid pS178-2.1, complete sequence",Proteus penneri,Proteus penneri,,2018-12,China:Guangzhou,taxon:102862,BioProject:PRJNA224116,BioSample:SAMN15615605,Assembly:GCF_022369495.1,Illegal smuggling Malayan pangolin as potential reservoirs for Multidrug-Resistant bacteria: An increasing public health risk,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-01 00:00:00
NZ_CP092419.1,"Leptolyngbya boryana IU 594 chromosome, complete genome",Leptolyngbya boryana IU 594,Leptolyngbya boryana IU 594,Freshwater,,,taxon:462680,BioProject:PRJNA224116,BioSample:SAMN25754657,Assembly:GCF_022372495.1,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP035826.1,"Escherichia coli strain 67-1 chromosome, complete genome",Escherichia coli,Escherichia coli,stool,,Saudi Arabia,taxon:562,BioProject:PRJNA224116,BioSample:SAMN10904677,Assembly:GCF_022376675.1,Complete genome assemblies of clinical ETEC reference isolates,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP084606.1,"Brucepastera parasyntrophica strain RmG11 chromosome, complete genome",Brucepastera parasyntrophica,Brucepastera parasyntrophica,,2011-10-01,"Germany: Wilsdruff, Helbigsdorf",taxon:2880008,BioProject:PRJNA224116,BioSample:SAMN21038324,Assembly:GCF_022376835.1,Comparative analyses of Brucepasteria parasyntrophica and Teretinema zuelzerae,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-10-01 00:00:00
NZ_CP092643.1,"Agathobacter rectalis strain VPI 0990 chromosome, complete genome",Agathobacter rectalis (Eubacterium rectale),Agathobacter rectalis,,,Switzerland: Zurich,taxon:39491,BioProject:PRJNA224116,BioSample:SAMN26036043,Assembly:GCF_022453685.1,Genome sequences of isolates from synthetic gut bacterial communities for functional microbiome research in mouse models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP092643.1,"Agathobacter rectalis strain VPI 0990 chromosome, complete genome",Agathobacter rectalis (Eubacterium rectale),Agathobacter rectalis,,,Switzerland: Zurich,taxon:39491,BioProject:PRJNA224116,BioSample:SAMN26036043,Assembly:GCF_022453685.1,Genome sequences of isolates from synthetic gut bacterial communities for functional microbiome research in mouse models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP092643.1,"Agathobacter rectalis strain VPI 0990 chromosome, complete genome",Agathobacter rectalis (Eubacterium rectale),Agathobacter rectalis,,,Switzerland: Zurich,taxon:39491,BioProject:PRJNA224116,BioSample:SAMN26036043,Assembly:GCF_022453685.1,Genome sequences of isolates from synthetic gut bacterial communities for functional microbiome research in mouse models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP092643.1,"Agathobacter rectalis strain VPI 0990 chromosome, complete genome",Agathobacter rectalis (Eubacterium rectale),Agathobacter rectalis,,,Switzerland: Zurich,taxon:39491,BioProject:PRJNA224116,BioSample:SAMN26036043,Assembly:GCF_022453685.1,Genome sequences of isolates from synthetic gut bacterial communities for functional microbiome research in mouse models,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091359.1,"Acinetobacter baumannii strain AB180-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131651,Assembly:GCF_022459055.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091362.1,"Acinetobacter baumannii strain AB176-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,2017,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131648,Assembly:GCF_022459115.2,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01 00:00:00
NZ_CP091364.1,"Acinetobacter baumannii strain AB173-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131646,Assembly:GCF_022459155.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091365.1,"Acinetobacter baumannii strain AB172-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131645,Assembly:GCF_022459175.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091366.1,"Acinetobacter baumannii strain AB171-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131644,Assembly:GCF_022459295.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091367.1,"Acinetobacter baumannii strain AB169-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131643,Assembly:GCF_022459415.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091368.1,"Acinetobacter baumannii strain AB167-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131642,Assembly:GCF_022459595.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091370.1,"Acinetobacter baumannii strain AB39-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131640,Assembly:GCF_022459875.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091371.1,"Acinetobacter baumannii strain AB36-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131639,Assembly:GCF_022460015.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP102817.1,"Acinetobacter baumannii strain AB32-VUB plasmid unnamed3, complete sequence",Acinetobacter baumannii,Acinetobacter baumannii,,2014,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131638,Assembly:GCF_022460155.2,"Genomic Analysis of a Strain Collection Containing Multidrug-, Extensively Drug-, Pandrug-, and Carbapenem-Resistant Modern Clinical Isolates of Acinetobacter baumannii",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01 00:00:00
NZ_CP102817.1,"Acinetobacter baumannii strain AB32-VUB plasmid unnamed3, complete sequence",Acinetobacter baumannii,Acinetobacter baumannii,,2014,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131638,Assembly:GCF_022460155.2,"Genomic Analysis of a Strain Collection Containing Multidrug-, Extensively Drug-, Pandrug-, and Carbapenem-Resistant Modern Clinical Isolates of Acinetobacter baumannii",Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01 00:00:00
NZ_CP091374.1,"Acinetobacter baumannii strain AB20-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,2014,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131636,Assembly:GCF_022460435.2,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01 00:00:00
NZ_CP091375.1,"Acinetobacter baumannii strain AB16-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131635,Assembly:GCF_022460575.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091375.1,"Acinetobacter baumannii strain AB16-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131635,Assembly:GCF_022460575.1,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP091376.1,"Acinetobacter baumannii strain AB14-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,2014,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131634,Assembly:GCF_022460745.2,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01 00:00:00
NZ_CP091378.1,"Acinetobacter baumannii strain AB3-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,2017,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131632,Assembly:GCF_022461025.2,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01 00:00:00
NZ_CP091378.1,"Acinetobacter baumannii strain AB3-VUB chromosome, complete genome",Acinetobacter baumannii,Acinetobacter baumannii,,2017,Belgium,taxon:470,BioProject:PRJNA224116,BioSample:SAMN25131632,Assembly:GCF_022461025.2,What are the reference strains of Acinetobacter baumannii referring to?,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-01-01 00:00:00
